moefSNo,state,protectedAreaName,protectedAreaType,notificationStatus,notificationDate,notificationSummary,notificationPdfLink,maps,notificationUploadDate,orderNumber,wikidataId,wikidataLabel,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl,matchConfidence
183,Karnataka,Adichunchanagri Peacock Sanctuary,Wildlife Sanctuary,Draft,2019-12-11,"183. S.O. 4441(E) [11.12.2019] Draft Notification declaring Eco Sensitive Zone around Adichunchangari Peacock Sanctuary (456 KB), Karnataka l Re-Notification New.",https://moef.gov.in/uploads/2019/10/adichunchangri-peacock-2.pdf,[],20/12/2019,S.O. 4441(E),,,,,,,,,,,,,,,,,none
184,Karnataka,Thimlapura Wildlife Santuary,Wildlife Sanctuary,Draft,2020-04-23,"184. S.O. 1322(E) [23.04.2020] Draft Notification declaring Eco Sensitive Zone around Thimlapura Wildlife Santuary(123 KB), Karnataka.",https://moef.gov.in/uploads/2019/10/thimlapura.pdf,[],27/04/2020,S.O. 1322(E),,,,,,,,,,,,,,,,,none
150,Karnataka,Thimlapura Wildlife Santuary,Wildlife Sanctuary,Final,2020-10-08,150. S.O. 3497(E) [ 08.10.2020] Final Notification declaring Eco Sensitive Zone around Thimlapura Wildlife Sanctuary(2.98 MB) Karnataka,https://moef.gov.in/uploads/2020/10/thimlapura.pdf,[],12/10/2020,S.O. 3497(E),,,,,,,,,,,,,,,,,none
185,Karnataka,Yadagalli Chinkara Wildlife,Wildlife Sanctuary,Draft,2020-06-15,"185. S.O. 1959(E) [15.06.2020] Draft Notification declaring Eco Sensitive Zone around Yadagalli Chinkara Wildlife Sanctuary(785 KB), Karnataka",https://moef.gov.in/uploads/2019/10/yadahilli-chinkara.pdf,[],24/06/2020,S.O. 1959(E),,,,,,,,,,,,,,,,,none
151,Karnataka,Yadagalli Chinkara Wildlife,Wildlife Sanctuary,Final,2021-02-19,"151. S.O.787(E) [19.02.2021] Final Notification declaring Eco Sensitive Zone around Yadagali Chinkara Wildlife Sanctuary(124 KB) , Karnataka",https://moef.gov.in/uploads/2021/02/yadahili-chinkara.pdf,[],22/02/2021,S.O.787(E),,,,,,,,,,,,,,,,,none
186,Karnataka,Jogimatti Wildlife Sanctuary,Wildlife Sanctuary,Draft,2021-06-07,"186. S.O. 2185(E) [07.06.2021] Draft Notification declaring Eco Sensitive Zone around Jogimatti Wildlife Sanctuary (231 KB), Karnataka",https://moef.gov.in/uploads/2021/06/jogimatti.pdf,[],11/06/2021,S.O. 2185(E),Q124115645,Jogimatti Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,14.1625,76.3975,,,,,,,,https://en.wikipedia.org/wiki/Jogimatti_Wildlife_Sanctuary,exact
152,Karnataka,Jogimatti Wildlife Sanctuary,Wildlife Sanctuary,Final,2021-12-17,"152. S.O.5251(E) [17.12.2021] Final Notification declaring Eco Sensitive Zone around Jogimatti Wildlife Sanctuary(224 KB) , Karnataka",https://moef.gov.in/uploads/2021/12/jogimatti.pdf,[],17/12/2021,S.O.5251(E),Q124115645,Jogimatti Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,14.1625,76.3975,,,,,,,,https://en.wikipedia.org/wiki/Jogimatti_Wildlife_Sanctuary,exact
187,Karnataka,Kappathagudda Wildlife Sanctuary,Wildlife Sanctuary,Draft,2024-09-30,"187. S.O. No. 4262(E) [30.09.2024] Draft Notification of Eco-sensitive Zone around Kappathagudda Wildlife Sanctuary (9.24 MB), Karnataka",https://moef.gov.in/uploads/pdf/kappathaguda_draft.pdf,[],08/10/2024,S.O. No. 4262(E),,,,,,,,,,,,,,,,,none
187,Kerala,Chulannur Peafowl Sanctuary,Wildlife Sanctuary,Draft,2015-12-07,187. SO 3327(E)[07.12.2015] Draft notification declaring Eco-sensitive Zone around the Chulannur Peafowl Sanctuary(1009.74 KB) in the state of Kerala,https://moef.gov.in/uploads/2017/06/SO%203327(E)%5B07.12.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Chulannur%20Peafowl%20Sanctuary%20in%20the%20state%20of%20Kerala..pdf,[],30/12/2015,SO 3327(E),Q13111992,Chulannur Peafowl Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kerala,10.714444444,76.472222222,,,,,,Chulannur Peafowl Sanctuary,,https://en.wikipedia.org/wiki/Choolannur_Pea_Fowl_Sanctuary,exact
188,Kerala,"Eravikulam National Park, Chinnar Wildlife Sanctuary, Anamudi Shola National Park, Pampadum Shola National Park and Kurinjimala Sanctuary",National Park,Draft,2016-01-07,"188. SO 66(E)[07.01.2016] Draft notification declaring Eco-sensitive Zone around the Eravikulam National Park, Chinnar Wildlife Sanctuary, Anamudi Shola National Park, Pampadum Shola National Park and Kurinjimala Sanctuary(1.5 MB) in the state of Kerala",https://moef.gov.in/uploads/2017/06/SO%2066(E)%5B07.01.2016%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Eravikulam%20National%20Park%2C%20%20Chinnar%20Wildlife%20Sanctuary%2C%20Pampadum%20Shola%20Natio%20in%20the%20state%20of%20Kerala.pdf,[],13/01/2016,SO 66(E),,,,,,,,,,,,,,,,,none
188,Kerala,Eravikulam National Park + 4 PAs,National Park,Draft,2021-01-12,"188. S.O. 124(E) [12.01.2021] Draft Notification declaring Eco Sensitive Zone around Eravikulam National Park + 4 PAs , (3.05 MB),Kerala Re-notification New",https://moef.gov.in/uploads/2021/01/eravikulam.pdf,[],18/01/2021,S.O. 124(E),,,,,,,,,,,,,,,,,none
189,Kerala,Shendurney Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-01-07,189. SO 65(E)[07.01.2016] Draft notification declaring Eco-sensitive Zone around the Shendurney Wildlife Sanctuary(2.73 MB) in the state of Kerala,https://moef.gov.in/uploads/2017/06/SO%2065(E)%5B07.01.2016%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Shendurney%20Wildlife%20Sanctuary%20in%20the%20state%20of%20Kerala.pdf,[],18/01/2016,SO 65(E),Q7494223,Shendurney Wildlife Sanctuary,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/VB%20054%20Hump-Nosed%20Viper%2001.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,8.812,77.15,Kollam,part of UNESCO World Heritage Site,17100,https://shendurney.com/,,Shendurney Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Shendurney_Wildlife_Sanctuary,exact
189,Kerala,"Shendurney WLS, Kerala",Wildlife Sanctuary,Draft,2020-08-24,"189. S.O. 2939(E) [24.08.2020] Draft Notification declaring Eco Sensitive Zone around Shendurney WLS, Kerala (125 KB), Re-Notification New.",https://moef.gov.in/uploads/2019/02/shendurney.pdf,[],31/08/2020,S.O. 2939(E),,,,,,,,,,,,,,,,,none
190,Kerala,Malabar Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-12-31,190. SO 69(E)[31.12.2015] Draft notification declaring Eco-sensitive Zone around the Malabar Wildlife Sanctuary(323.07 KB) in the state of Kerala,https://moef.gov.in/uploads/2017/06/SO%2069(E)%5B31.12.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Malabar%20Wildlife%20Sanctuary%20in%20the%20state%20of%20Kerala.pdf,[],18/01/2016,SO 69(E),Q48727189,Malabar Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Malabar%20Tree%20Nymph-Kakkayam.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,11.4446,75.6935,Kozhikode,,,,,Malabar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Malabar_Wildlife_Sanctuary,exact
190,Kerala,"Malabar WLS, Kerala",Wildlife Sanctuary,Draft,2020-08-05,"190. S.O. 2634(E) [05.08.2020] Draft Notification declaring Eco Sensitive Zone around Malabar WLS, Kerala(124 KB) Re-Notification New Malayalam version",https://moef.gov.in/uploads/2019/10/malabar.pdf,[],11/08/2020,S.O. 2634(E),,,,,,,,,,,,,,,,,none
191,Kerala,"Malabar Wildlife Sanctuary, Kerala (Malayalam version) (Disclaimer: The contents of this publication are purely on the basis of submission made by the State Government of Kerala vide its letter No. D2/85/2021/FWLD, dated 04/02/2022. In case there are any discrepancy in this Malayalam version, the English version of the draft ESZ Notification published vide S.O.No.2634(E) dated 05.08.2020 (ESZ around Malabar Wildlife Sanctuary) shall prevail.)",Wildlife Sanctuary,Draft,2020-08-05,"191. S.O. 2634(E) [05.08.2020] Draft Notification declaring Eco Sensitive Zone around Malabar Wildlife Sanctuary, Kerala (Malayalam version) (Disclaimer: The contents of this publication are purely on the basis of submission made by the State Government of Kerala vide its letter No. D2/85/2021/FWLD, dated 04/02/2022. In case there are any discrepancy in this Malayalam version, the English version of the draft ESZ Notification published vide S.O.No.2634(E) dated 05.08.2020 (ESZ around Malabar Wildlife Sanctuary) shall prevail.)(224 KB) Re-Notification (Malayalam version).",https://moef.gov.in/uploads/2022/02/Malayalam-version-malabar-Wildlife-Sanctuary.pdf,[],11/08/2020,S.O. 2634(E),,,,,,,,,,,,,,,,,none
191,Kerala,Silent Valley National Park,National Park,Draft,2016-01-06,"191. S.O. 118(E) [06.01.2016] Draft Notification declaring Eco sensitive Zone around Silent Valley National Park(542.09 KB), Kerala Malayalam version",https://moef.gov.in/uploads/2019/10/S.O.-118E-06.01.2016-Draft-Notification-declaring-Eco-sensitive-Zone-around-Silent-Valley-National-Park-Kerala_1.pdf,[],25/02/2016,S.O. 118(E),Q176792,Silent Valley National Park,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Silent%20Valley%20National%20Park%20greenary.jpg,IUCN category II: National Park,,11.133333333,76.466666666,Palakkad,part of UNESCO World Heritage Site,8952,http://silentvalley.gov.in/,http://commons.wikimedia.org/wiki/Special:FilePath/Silent%20Valley%20National%20Park%20greenary%20%28cropped%29.jpg,Silent Valley National Park,,https://en.wikipedia.org/wiki/Silent_Valley_National_Park,exact
191,Kerala,Silent Valley National Park Kerala,National Park,Draft,2020-10-27,"191. S.O. 3880(E) [27.10.2020] Draft Notification declaring Eco Sensitive Zone around Silent Valley National Park, Kerala.(225 KB) Re-Notification New.",https://moef.gov.in/uploads/2019/02/silent-valley.pdf,[],02/11/2020,S.O. 3880(E),Q176792,Silent Valley National Park,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Silent%20Valley%20National%20Park%20greenary.jpg,IUCN category II: National Park,,11.133333333,76.466666666,Palakkad,part of UNESCO World Heritage Site,8952,http://silentvalley.gov.in/,http://commons.wikimedia.org/wiki/Special:FilePath/Silent%20Valley%20National%20Park%20greenary%20%28cropped%29.jpg,Silent Valley National Park,,https://en.wikipedia.org/wiki/Silent_Valley_National_Park,fuzzy
192,Kerala,"Silent Valley National Park, Kerala (Malayalam version) (Disclaimer: The contents of this publication are purely on the basis of submission made by the State Government of Kerala vide its letter No. D2/85/2021/FWLD, dated 04/02/2022. In case there are any discrepancy in this Malayalam version, the English version of the draft ESZ Notification published vide S.O. No.3880(E) dated 27.10.2020 (ESZ around Silent Valley National Park) shall prevail.)",National Park,Draft,2020-10-27,"192. S.O. 3880(E) [27.10.2020] Draft Notification declaring Eco Sensitive Zone around Silent Valley National Park, Kerala (Malayalam version) (Disclaimer: The contents of this publication are purely on the basis of submission made by the State Government of Kerala vide its letter No. D2/85/2021/FWLD, dated 04/02/2022. In case there are any discrepancy in this Malayalam version, the English version of the draft ESZ Notification published vide S.O. No.3880(E) dated 27.10.2020 (ESZ around Silent Valley National Park) shall prevail.)(325 KB) Re-Notification (Malayalam version).",https://moef.gov.in/uploads/2022/02/Malayalam-version-silent-valley-national-park-2.pdf,[],02/11/2020,S.O. 3880(E),,,,,,,,,,,,,,,,,none
192,Kerala,Thattekkad Bird Sanctuary,Bird Sanctuary,Draft,2016-01-27,"192. S.O. 247(E) [27.01.2016] Draft Notification declaring Eco sensitive Zone around Thattekkad Bird Sanctuary(1.39 MB), Kerala",https://moef.gov.in/uploads/2019/10/S.O.-118E-06.01.2016-Draft-Notification-declaring-Eco-sensitive-Zone-around-Silent-Valley-National-Park-Kerala_1.pdf,[],25/02/2016,S.O. 247(E),,,,,,,,,,,,,,,,,none
192,Kerala,Thattekkad Bird Sanctuary,Bird Sanctuary,Draft,2020-09-25,"192. S.O.3454(E) [25.09.2020] Draft Notification declaring Eco Sensitive Zone around Thattekkada Bird Sanctuary(1.39 MB), Kerala Re-Notification New",https://moef.gov.in/uploads/2020/10/thattekad.pdf,[],07/10/2020,S.O.3454(E),,,,,,,,,,,,,,,,,none
193,Kerala,Peechi-Vazhani Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-03-03,"193. S.O.657(E) [03.03.2016] Draft Notification declaring Eco sensitive Zone around Peechi-Vazhani Wildlife Sanctuary(1.66 MB), Kerala",https://moef.gov.in/uploads/2017/06/Peechi-Vazhani%20Wildlife%20Sanctuary%2C%20Kerala.pdf,[],14/03/2016,S.O.657(E),Q7160147,Peechi-Vazhani Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Peechi%20Dam%20area%20-%20Dec%202011%200254.JPG,IUCN category IV: Habitat/Species Management Area,Kerala,10.481,76.446,Thrissur,,,,,Peechi-Vazhani Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Peechi-Vazhani_Wildlife_Sanctuary,exact
193,Kerala,Peechi Wildlife Sanctuary,Wildlife Sanctuary,Draft,2020-11-25,"193. S.O. 4271(E) [25.11.2020] Draft Notification declaring Eco Sensitive Zone around Peechi Wildlife Sanctuary, (1.39 MB), Kerala Re-Notification New",https://moef.gov.in/uploads/2020/12/peechi.pdf,[],01/12/2020,S.O. 4271(E),,,,,,,,,,,,,,,,,none
194,Kerala,Mathikettan Shola National Park,National Park,Draft,2016-03-29,"194. S.O. 1248(E) [29.03.2016] Draft Notification declaring Eco sensitive Zone around Mathikettan Shola National Park(551.16 KB), Kerala",https://moef.gov.in/uploads/2017/06/Mathikettan%20Shola%20National%20Park%2C%20Kerala.pdf,[],05/04/2016,S.O. 1248(E),Q3091867,Mathikettan Shola National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Elephant.jpeg,IUCN category II: National Park,Idukki district,10.03333333,77.13333333,Munnar,,,,,Mathikettan Shola National Park,,https://en.wikipedia.org/wiki/Mathikettan_Shola_National_Park,exact
153,Kerala,Mathikettan Wildlife Sanctuary,Wildlife Sanctuary,Final,2020-12-28,"153. S.O.4729(E) [28.12.2020] Final Notification declaring Eco Sensitive Zone around Mathikettan Wildlife Sanctuary,(551.16 KB), Kerala",https://moef.gov.in/uploads/2020/12/mathik.pdf,[],30/12/2020,S.O.4729(E),Q3091867,Mathikettan Shola National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Elephant.jpeg,IUCN category II: National Park,Idukki district,10.03333333,77.13333333,Munnar,,,,,Mathikettan Shola National Park,,https://en.wikipedia.org/wiki/Mathikettan_Shola_National_Park,fuzzy
194,Kerala,Mathikettan Shola WLS,Wildlife Sanctuary,Draft,2020-08-13,"194. S.O. 2771(E) [13.08.2020] Draft Notification declaring Eco Sensitive Zone around Mathikettan Shola WLS(144 KB), in the State of Kerala Re-Notification New.",https://moef.gov.in/uploads/2020/08/mathiketan.pdf,[],20/08/2020,S.O. 2771(E),Q3091867,Mathikettan Shola National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Elephant.jpeg,IUCN category II: National Park,Idukki district,10.03333333,77.13333333,Munnar,,,,,Mathikettan Shola National Park,,https://en.wikipedia.org/wiki/Mathikettan_Shola_National_Park,exact
195,Kerala,Aralam Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-03-29,"195. S.O. 1249(E) [29.03.2016] Draft Notification declaring Eco sensitive Zone around Aralam Wildlife Sanctuary(383.16 KB), Kerala",https://moef.gov.in/uploads/2017/06/Aralam%20Wildlife%20Sanctuary%2C%20Kerala.pdf,[],05/04/2016,S.O. 1249(E),Q4783879,Aralam Wildlife Sanctuary,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%B4%86%E0%B4%B1%E0%B4%B3%E0%B4%82%20%E0%B4%B5%E0%B4%A8%E0%B5%8D%E0%B4%AF%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%20%E0%B4%B8%E0%B4%82%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%A3%E0%B4%95%E0%B5%87%E0%B4%A8%E0%B5%8D%E0%B4%A6%E0%B5%8D%E0%B4%B0%E0%B4%82-%E0%B4%95%E0%B4%B5%E0%B4%BE%E0%B4%9F%E0%B4%82.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,11.8788,75.8886,,part of UNESCO World Heritage Site,5500,http://forest.kerala.gov.in/index.php/wildlife/2015-03-16-09-50-24/2015-06-26-09-04-29/aralam-wildlife-sanctuary,,Aralam Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Aralam_Butterfly_Sanctuary,exact
195,Kerala,Aralam Wildlife Sanctuary,Wildlife Sanctuary,Draft,2020-07-20,195. S.O. 2393 (E) [20.07.2020] Draft Notification declaring Eco Sensitive Zone around Aralam Wildlife Sanctuary (222 KB)Kerala Re-Notification New,https://moef.gov.in/uploads/2019/10/aralam.pdf,[],22/07/2020,S.O. 2393 (E),Q4783879,Aralam Wildlife Sanctuary,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%B4%86%E0%B4%B1%E0%B4%B3%E0%B4%82%20%E0%B4%B5%E0%B4%A8%E0%B5%8D%E0%B4%AF%E0%B4%9C%E0%B5%80%E0%B4%B5%E0%B4%BF%20%E0%B4%B8%E0%B4%82%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B4%A3%E0%B4%95%E0%B5%87%E0%B4%A8%E0%B5%8D%E0%B4%A6%E0%B5%8D%E0%B4%B0%E0%B4%82-%E0%B4%95%E0%B4%B5%E0%B4%BE%E0%B4%9F%E0%B4%82.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,11.8788,75.8886,,part of UNESCO World Heritage Site,5500,http://forest.kerala.gov.in/index.php/wildlife/2015-03-16-09-50-24/2015-06-26-09-04-29/aralam-wildlife-sanctuary,,Aralam Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Aralam_Butterfly_Sanctuary,exact
196,Kerala,Periyar Tiger Reserve,Tiger Reserve,Draft,2016-03-31,"196. S.O. 1276(E) [31.03.2016] Draft Notification declaring Eco sensitive Zone around Periyar Tiger Reserve(2.86 MB), Kerala",https://moef.gov.in/uploads/2017/06/Periyar%20Tiger%20Reserve%2C%20Kerala.pdf,[],11/04/2016,S.O. 1276(E),Q548153,Periyar National Park,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Periyar%20National%20Park%2001.jpg,IUCN category II: National Park,Kerala,9.5775,77.18,Kochi,part of UNESCO World Heritage Site,77700,https://www.keralatourism.org/periyar/periyar-tiger-reserve.php,http://commons.wikimedia.org/wiki/Special:FilePath/Periyar%20National%20Park%20banner.JPG,Periyar National Park,,https://en.wikipedia.org/wiki/Periyar_National_Park,exact
197,Kerala,Chimmony Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-08-05,"197. S.O. 2632(E) [05.08.2016] Draft notification declaring Eco Sensitive Zone around Chimmony Wildlife Sanctuary(1.26 MB), Kerala",https://moef.gov.in/uploads/2017/06/Chimmony%20Wildlife%20Sanctuary%2C%20Kerala.pdf,[],22/08/2016,S.O. 2632(E),,,,,,,,,,,,,,,,,none
198,Kerala,Idukki Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-08-05,"198. S.O. 2634(E) [05.08.2016] Draft notification declaring Eco Sensitive Zone around Idukki Wildlife Sanctuary(1.82 MB), Kerala",https://moef.gov.in/uploads/2017/06/Idukki%20Wildlife%20Sanctuary%2C%20Kerala.pdf,[],22/08/2016,S.O. 2634(E),Q6808944,Idukki wildlife sanctuary,protected area of Kerala,,,Idukki district,9.780555555,76.966666666,,,,,,Idukki Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Idukki_Wildlife_Sanctuary,exact
198,Kerala,Idukki WLS,Wildlife Sanctuary,Draft,2020-08-13,"198. S.O. 2772(E) [13.08.2020] Draft Notification declaring Eco Sensitive Zone around Idukki WLS(256 KB), in the State of Kerala. Re-Notification New.",https://moef.gov.in/uploads/2020/08/idukki.pdf,[],20/08/2020,S.O. 2772(E),Q6808944,Idukki wildlife sanctuary,protected area of Kerala,,,Idukki district,9.780555555,76.966666666,,,,,,Idukki Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Idukki_Wildlife_Sanctuary,exact
199,Kerala,Neyyar and Peppara Wildlife Sanctuaries,Wildlife Sanctuary,Draft,2016-08-05,"199. S.O. 2633(E) [05.08.2016] Draft notification declaring Eco Sensitive Zone around Neyyar and Peppara Wildlife Sanctuaries(845.46 KB), Kerala Malayalam version",https://moef.gov.in/uploads/2017/06/Neyyar%20and%20Peppara%20Wildlife%20Sanctuaries%20Kerala.pdf,[],22/08/2016,S.O. 2633(E),,,,,,,,,,,,,,,,,none
200,Kerala,Neyyar and Peppara Wildlife Sanctuary,Wildlife Sanctuary,Draft,2022-03-25,"200. S.O. 1361(E) [25.03.2022] Re-Draft Notification declaring Eco Sensitive Zone around Neyyar and Peppara Wildlife Sanctuary(245.42 KB), Kerala. Re-Notification New",https://moef.gov.in/uploads/2022/03/Draft-Notification-Neyyar.pdf,[],25/03/2022,S.O. 1361(E),,,,,,,,,,,,,,,,,none
200,Kerala,Parambikulam Tiger Reserve,Tiger Reserve,Draft,2016-08-05,"200. S.O. 2637(E) [05.08.2016] Draft notification declaring Eco Sensitive Zone around Parambikulam Tiger Reserve(819.88 KB), Kerala",https://moef.gov.in/uploads/2017/06/Parambikulam%20Tiger%20Reserve%2C%20Kerala.pdf,[],22/08/2016,S.O. 2637(E),Q3635169,Parambikulam Tiger Reserve,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Valley%20View%20Parambikulam%2002.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,10.38333333,76.70833333,Palakkad,part of UNESCO World Heritage Site,377,https://www.parambikulam.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Parambikulam%20banner%20Teak%20forest.jpg,Parambikulam Tiger Reserve,11279548,https://en.wikipedia.org/wiki/Parambikulam_Tiger_Reserve,exact
200,Kerala,Nahargarh Wildlife Sanctuary,Tiger Reserve,Draft,2021-01-28,"200. S.O. 440(E) [28.01.2021] Draft Notification declaring Eco Sensitive Zone around Parambikulam Tiger Reserve (4.19 MB), Kerala Re-notification New",https://moef.gov.in/uploads/2021/02/prambikulam.pdf,[],01/02/2021,S.O. 440(E),Q134581467,Nahargarh Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,26.9993,75.8374,,,,,,,,https://en.wikipedia.org/wiki/Nahargarh_Wildlife_Sanctuary,exact
201,Kerala,Kottiyoor Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-09-09,"201. S.O. 2905(E) [09.09.2016] Draft notification declaring Eco Sensitive Zone around Kottiyoor Wildlife Sanctuary(493.17 KB), Kerela",https://moef.gov.in/uploads/2017/06/Kottiyoor%20Wildlife%20Sanctuary%20Kerala.pdf,[],15/09/2016,S.O. 2905(E),Q31708100,Kottiyoor Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Kottiyoor%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,11.884055555,75.857361111,,,30.38,,,,,https://en.wikipedia.org/wiki/Kottiyoor_Wildlife_Sanctuary,exact
